Instructor,Course,Term,Enroll,Evals_Made,Rcmnd_Class,Rcmnd_Instr,Study_Hrs_wk,Avg_Grade_Expected,Avg_Grade_Received
"Gillespie, Gary N",CSE 3 - Fluency/Information Technology (C),FA08,154,83,81.90%,88.00%,2.93,A- (3.72),B (3.17)
"Pozrikidis, Constantine",MAE 107 - Computational Methods/Engineer (A),FA07,154,123,44.90%,30.30%,6.16,B (3.18),B+ (3.46)
"Lubarda, Marko",MAE 130B - Mechanics II: Dynamics (A),SP16,154,47,100.00%,81.80%,6.73,B (3.12),B (3.00)
"Cortes, Jorge",MAE 140 - Linear Circuits (B),WI18,154,73,88.20%,95.60%,7.62,B+ (3.48),B- (2.99)
"Delson, Nathan Joseph",MAE 3 - Intro/Engineering Graphcs&Desn (A),SP13,154,61,93.40%,93.40%,13.87,B+ (3.60),B+ (3.39)
"Ord, Richard",CSE 11 - Intr/Computer Sci&Obj-Ori:Java (A),FA11,155,69,91.30%,95.50%,12.64,B+ (3.52),B+ (3.44)
"Ord, Richard",CSE 11 - Intr/Computer Sci&Obj-Ori:Java (B),FA18,155,85,96.30%,96.30%,11.01,A- (3.80),B+ (3.47)
"Gillespie, Gary N",CSE 12 - Basic Data Struct & OO Design (A),FA13,155,52,90.20%,80.40%,16.85,B (3.04),C+ (2.47)
"Langlois, Marina",CSE 12 - Basic Data Struct & OO Design (B),WI17,155,68,96.60%,94.90%,10.87,B+ (3.50),B- (2.97)
"Jhala, Ranjit",CSE 131 - Compiler Construction (A),FA16,155,64,86.90%,98.40%,8.91,B+ (3.33),B- (2.90)
"Papakonstantinou, Yannis",CSE 135 - Server-side Web Applications (A),SP16,155,41,71.80%,33.30%,9.32,B- (2.84),B (3.20)
"Chakraboty, Sourav",CSE 20 - Intro/Discrete Mathematics (A),SP14,155,73,84.70%,50.00%,4.24,B+ (3.57),B+ (3.42)
"Jones, Miles E",CSE 21 - Math/Algorithm&Systems Analys (B),WI19,155,45,88.10%,95.20%,6.35,B (3.29),B (3.10)
"Cao, Yingjun",CSE 8B - Intro/Computer Sci. Java (II) (B),SP16,155,129,96.10%,97.70%,9.64,B+ (3.52),B (3.17)
"Siegel, Paul H.",ECE 101 - Linear Systems Fundamentals (A),WI16,155,69,89.10%,95.30%,8.18,B (3.10),C+ (2.49)
"Gilja, Vikash",ECE 15 - Engineering Computation (A),SP16,155,55,75.50%,89.80%,8.71,B (3.08),B- (2.88)
"Gilja, Vikash",ECE 15 - Engineering Computation (C),FA13,155,81,72.70%,84.40%,11.47,B- (2.99),B- (2.90)
"Marsden, Alison",MAE 107 - Computational Methods/Engineer (A),SP12,155,117,73.00%,94.70%,9.53,B (3.09),B- (2.92)
"Tartakovsky, Daniel",MAE 108 - Prob & Stats/Method/Mech Eng (A),SP14,155,58,66.70%,90.70%,5.79,B (3.26),B (3.22)
"Kesden, Gregory M",CSE 110 - Software Engineering (B),WI16,156,65,85.70%,66.70%,7.7,B+ (3.65),B+ (3.34)
"Grady, Daniel Carl",CSE 20 - Intro/Discrete Mathematics (C),SP16,156,64,68.90%,62.30%,6.81,B+ (3.35),B- (2.90)
"Ord, Richard",CSE 3 - Fluency/Information Technology (A),FA09,156,79,88.60%,97.50%,2.5,A- (3.94),A- (3.74)
"Kube, Paul Richard",CSE 3 - Fluency/Information Technology (C),FA09,156,101,71.40%,75.50%,2.64,A- (3.77),B+ (3.58)
"Cao, Yingjun",CSE 30 - Computer Organiz&Systms Progrm (A),FA18,156,103,81.00%,84.80%,14.12,B (3.08),C+ (2.65)
"Cao, Yingjun",CSE 30 - Computer Organiz&Systms Progrm (B),FA18,156,107,79.20%,87.70%,15.01,B- (2.74),C+ (2.65)
"Minnes Kemp, Mor Mia",CSE 8A - Intro/Computer Sci: Java (I) (A),FA18,156,128,96.00%,100.00%,8.81,B+ (3.59),B+ (3.56)
"Lugannani, Robert",ECE 45 - Circuits and Systems (A),WI17,156,74,91.50%,87.30%,5.97,B+ (3.35),B+ (3.56)
"Sievenpiper, Daniel F.",ECE 65 - Components & Circuits Lab (A),SP16,156,46,89.10%,80.40%,6.86,B (3.09),C+ (2.69)
"Nomura, Keiko K.",MAE 11 - Thermodynamics (A),FA18,156,45,88.90%,86.70%,9.97,B+ (3.38),B- (2.87)
"Nomura, Keiko K.",MAE 110A - Thermodynamics (A),FA10,156,79,92.20%,96.10%,8.53,B (3.24),B- (2.79)
"Kube, Paul Richard",CSE 12 - Basic Data Struct & OO Design (A),FA11,157,53,94.30%,80.80%,9.25,B+ (3.43),B- (2.83)
"Langlois, Marina",CSE 12 - Basic Data Struct & OO Design (B),SP16,157,75,95.70%,91.30%,11.57,B+ (3.42),B (3.05)
"Lerner, Sorin",CSE 130 - Progrmng Lang:Princpl&Paradigm (A),SP13,157,56,98.20%,98.20%,7.8,B+ (3.40),B (3.25)
"Kim, Choon",CSE 140L - Digital Systems Laboratory (A),SP13,157,69,80.60%,50.70%,9.15,B+ (3.47),B (3.02)
"Gillespie, Gary N",CSE 15L - Software Tools&Techniques Lab (A),WI18,157,127,73.80%,66.90%,4.11,B+ (3.55),B (3.27)
"Altintas De Callaf, Ilkay",CSE 15L - Software Tools&Techniques Lab (C),WI18,157,136,74.00%,83.20%,3.7,B+ (3.54),B+ (3.42)
"Minnes Kemp, Mor Mia",CSE 20 - Intro/Discrete Mathematics (B),WI16,157,65,77.80%,82.50%,6.47,B (3.27),B (3.04)
"Marx, Susan S",CSE 3 - Fluency/Information Technology (B),SP17,157,56,83.30%,68.50%,3.97,B+ (3.55),B (3.03)
"Bandaru, Prabhakar",MAE 105 - Intro To Mathematical Physics (A),SP10,157,58,82.80%,79.30%,5.84,B (3.16),C+ (2.59)
"Van Den Einde, Yael Dahlia",MAE 130A - Mechanics I: Statics (A),FA09,157,129,95.20%,92.80%,4.83,N/A,C+ (2.62)
"Cortes, Jorge",MAE 140 - Linear Circuits (A),FA14,157,63,83.60%,85.20%,7.22,B (3.25),B- (2.78)
"Lubarda, Vlado",MAE 9 - C/C++ Programming (A),WI09,157,40,94.70%,89.50%,5.3,B+ (3.68),B (3.15)
"Gillespie, Gary N",CSE 12 - Basic Data Struct & OO Design (B),WI15,158,99,96.80%,74.70%,11.85,B+ (3.40),B (3.03)
"Shalev, Aaron D",CSE 123 - Computer Networks (A),SP19,158,37,80.00%,74.30%,9.87,C+ (2.67),C+ (2.52)
"Chu, Isaac Y",CSE 140L - Digital Systems Laboratory (A),SP16,158,52,81.30%,95.80%,4.95,B+ (3.62),B (3.14)
"Tullsen, Dean Michael",CSE 141 - Intro/Computer Architecture (B),SP16,158,58,76.80%,69.60%,7.54,B (3.00),B- (2.82)
"Marx, Susan S",CSE 3 - Fluency/Information Technology (A),SP13,158,55,74.50%,60.00%,3.94,B+ (3.50),B (3.17)
"Marx, Susan S",CSE 3 - Fluency/Information Technology (B),FA08,158,83,86.30%,95.10%,2.45,A- (3.76),B+ (3.46)
"Siegel, Paul H.",ECE 101 - Linear Systems Fundamentals (A),FA13,158,89,94.20%,96.50%,8.59,B+ (3.30),C+ (2.52)
"Lugannani, Robert",ECE 45 - Circuits and Systems (A),WI15,158,54,93.60%,93.60%,6.5,B+ (3.55),B (3.17)
"Baghdadchi, Saharnaz",ECE 65 - Components & Circuits Lab (A),SP19,158,130,88.00%,91.90%,7.29,B- (2.97),C+ (2.52)
"Seshadri, Kalyanasundaram",MAE 170 - Experimental Techniques (B),SP11,158,70,64.30%,68.60%,8.9,B (3.24),B- (2.76)
"Lubarda, Vlado",MAE 9 - C/C++ Programming (B),FA08,158,33,84.80%,78.80%,4.8,A- (3.84),B+ (3.47)
"Kane, Daniel Mertz",CSE 101 - Design & Analysis of Algorithm (A),WI15,159,68,89.20%,76.90%,9.97,B (3.12),B (3.19)
"Gillespie, Gary N",CSE 12 - Basic Data Struct & OO Design (C),WI19,159,130,93.00%,88.90%,12.47,B+ (3.52),B (3.18)
"Lin, Bill",CSE 140 - Component&Desgn Tech/Digtl Sys (A),FA11,159,55,88.90%,92.60%,5.55,B (3.28),B- (2.92)
"Dasgupta, Sanjoy",CSE 151 - Intro to A.I. Stats Approach (A),FA17,159,75,97.20%,97.20%,7.83,B+ (3.63),B+ (3.40)
"Gillespie, Gary N",CSE 15L - Software Tools&Techniques Lab (A),FA14,159,65,82.50%,82.50%,3.52,B+ (3.48),B (3.14)
"Marx, Susan S",CSE 3 - Fluency/Information Technology (A),FA14,159,70,86.90%,80.30%,3.91,B+ (3.43),B+ (3.44)
"Politz, Joseph Gibbs",CSE 8A - Intro/Computer Sci: Java (I) (D),FA18,159,131,93.00%,97.70%,9.12,B+ (3.67),B+ (3.50)
"Mir Arabbaygi, Siavash",ECE 30 - Intro to Computer Engineering (A),SP19,159,83,64.60%,72.50%,7.29,B- (2.76),C+ (2.58)
"Zeger, Kenneth A.",ECE 45 - Circuits and Systems (A),FA14,159,48,90.90%,88.60%,7.45,B (3.26),C (2.26)
"Van Den Einde, Yael Dahlia",MAE 130B - Mechanics II: Dynamics (A),WI10,159,148,91.20%,96.60%,7.57,N/A,C+ (2.57)
"Cortes, Jorge",MAE 140 - Linear Circuits (A),FA13,159,65,95.10%,93.40%,5.78,B+ (3.48),B- (2.86)
"Garay, Javier",MAE 170 - Experimental Techniques (A),FA17,159,58,62.50%,81.80%,9.13,B (3.27),B (3.04)
"Beg, Farhat N.",MAE 171B - Mechancial Engineering Lab (A),SP08,159,23,95.50%,90.90%,12.5,B+ (3.59),A- (3.74)
"de Callafon, Raymond A",MAE 171B - Mechancial Engineering Lab (A),SP08,159,36,80.60%,80.60%,11.01,B+ (3.59),A- (3.74)
"Kleissl, Jan",MAE 171B - Mechancial Engineering Lab (A),SP08,159,31,93.50%,100.00%,8.97,B+ (3.59),A- (3.74)
"Shevchenko, Valentin I",MAE 171B - Mechancial Engineering Lab (A),SP08,159,15,80.00%,100.00%,11.57,B+ (3.59),A- (3.74)
"Pham, Hieu Tan",MAE 8 - MATLAB Program for Engr Analys (A),WI19,159,52,80.40%,88.00%,7.62,B+ (3.33),B (3.22)
"Minnes Kemp, Mor Mia",CSE 20 - Intro/Discrete Mathematics (B),FA14,160,80,83.10%,90.10%,7.68,B (3.08),B (3.07)
"Kube, Paul Richard",CSE 3 - Fluency/Information Technology (A),SP08,160,87,83.10%,75.00%,2.55,B+ (3.65),B+ (3.58)
"Marx, Susan S",CSE 3 - Fluency/Information Technology (A),SP17,160,63,86.70%,70.00%,3.82,B+ (3.45),B (3.03)
"Marx, Susan S",CSE 3 - Fluency/Information Technology (B),FA14,160,70,85.70%,69.80%,4.37,B+ (3.54),B+ (3.44)
"Ord, Richard",CSE 30 - Computer Organiz&Systms Progrm (B),SP15,160,72,92.60%,95.60%,10.38,B+ (3.53),B (3.09)
"Ord, Richard",CSE 8A - Intro/Computer Science: Java A (A),WI11,160,79,97.40%,98.70%,6.63,A- (3.72),B+ (3.60)
"Bandaru, Prabhakar",MAE 105 - Intro To Mathematical Physics (A),FA10,160,82,80.20%,82.70%,6.74,B (3.03),B- (2.91)
"Nomura, Keiko K.",MAE 110A - Thermodynamics (A),WI17,160,70,92.60%,86.80%,9.53,B (3.20),B- (2.82)
"Nomura, Keiko K.",MAE 110A - Thermodynamics (B),FA13,160,78,95.90%,91.90%,8.66,B (3.05),C+ (2.57)
"Cattolica, Robert J",MAE 170 - Experimental Techniques (B),FA11,160,70,64.10%,43.80%,10.77,B (3.14),B- (2.97)
"Delson, Nathan Joseph",MAE 3 - Intro/Engineering Graphcs&Desn (A),FA11,160,85,90.50%,90.50%,17.33,B+ (3.60),B (3.26)
"Jundt, Adam H",CSE 11 - Intr/Computer Sci&Obj-Ori:Java (B),WI16,161,76,94.30%,94.30%,10.96,A- (3.70),B+ (3.41)
"Eldon, John",CSE 141L - Project/Computer Architecture (A),SP19,161,32,75.00%,87.50%,8.5,B+ (3.53),B+ (3.44)
"Altintas De Callaf, Ilkay",CSE 15L - Software Tools&Techniques Lab (A),FA16,161,80,76.00%,77.30%,4.25,B+ (3.54),B+ (3.41)
"Minnes Kemp, Mor Mia",CSE 20 - Intro/Discrete Mathematics (A),SP19,161,117,87.90%,94.80%,7.82,B (3.23),B- (2.82)
"Marx, Susan S",CSE 3 - Fluency/Information Technology (C),SP11,161,45,93.20%,81.80%,3.57,A- (3.74),B (3.29)
"Ord, Richard",CSE 30 - Computer Organiz&Systms Progrm (A),SP15,161,77,100.00%,100.00%,11.04,B+ (3.50),B (3.09)
"Marx, Susan S",CSE 8A - Intro/Computer Science: Java A (A),WI13,161,109,86.80%,58.50%,6.62,B+ (3.33),B (3.10)
"Cao, Yingjun",CSE 8B - Intro/Computer Sci. Java (II) (A),WI17,161,144,94.40%,98.60%,10.84,B+ (3.64),B+ (3.51)
"Martinez, Sonia",MAE 140 - Linear Circuits (A),WI11,161,127,86.60%,84.30%,6.89,B+ (3.46),B- (2.80)
"Beg, Farhat N.",MAE 170 - Experimental Techniques (A),SP18,161,124,59.80%,79.20%,10.52,B (3.24),B (3.23)
"Coimbra, Carlos F.",MAE 170 - Experimental Techniques (B),SP13,161,50,72.00%,68.00%,9.1,B+ (3.42),B- (2.92)
"Politz, Joseph Gibbs",CSE 11 - Intr/Computer Sci&Obj-Ori:Java (A),SP17,162,65,88.50%,85.20%,10.33,B+ (3.46),B+ (3.41)
"Ord, Richard",CSE 11 - Intr/Computer Sci&Obj-Ori:Java (C),FA15,162,85,91.30%,93.80%,12.37,B+ (3.55),B+ (3.45)
"Gillespie, Gary N",CSE 12 - Basic Data Struct & OO Design (B),SP17,162,81,91.80%,86.30%,12.78,B+ (3.52),B- (2.98)
"Vianu, Victor Dan",CSE 132A - Database System Principles (A),WI19,162,44,79.10%,74.40%,6.27,B (3.14),B (3.13)
"Altintas De Callaf, Ilkay",CSE 15L - Software Tools&Techniques Lab (A),SP17,162,103,76.80%,87.90%,4.52,B+ (3.55),B+ (3.39)
"Gillespie, Gary N",CSE 15L - Software Tools&Techniques Lab (A),FA16,162,80,76.00%,79.70%,4.23,B+ (3.53),B+ (3.41)
"Marx, Susan S",CSE 3 - Fluency/Information Technology (A),FA15,162,65,91.90%,71.00%,4.07,B+ (3.61),B+ (3.31)
"Loksa, Dastyni Craig",CSE 8A - Intro/Computer Sci: Java (I) (A),WI17,162,146,87.60%,83.40%,8.47,B (3.28),B (3.07)
"Zeger, Kenneth A.",ECE 45 - Circuits and Systems (A),WI19,162,64,77.40%,75.40%,7.53,B- (2.79),B- (2.71)
"Williams, Forman A.",MAE 101C - Heat Transfer (A),FA08,162,76,77.60%,50.00%,8.68,B (3.20),B- (2.70)
"McEneaney, William Michael",MAE 107 - Computational Methods/Engineer (A),FA14,162,59,87.90%,84.50%,6.43,B+ (3.53),B (3.15)
"Van Den Einde, Yael Dahlia",MAE 130C - Mechanics III: Vibrations (A),SP10,162,127,84.10%,83.30%,8.79,N/A,C+ (2.50)
"Delson, Nathan Joseph",MAE 3 - Intro/Engineering Graphcs&Desn (A),FA14,162,64,98.40%,96.70%,11.86,B+ (3.54),B+ (3.41)
"Lerner, Sorin",CSE 130 - Progrmng Lang:Princpl&Paradigm (A),WI15,163,133,96.20%,97.00%,7.94,B (3.29),B+ (3.43)
"Chaudhuri, Kamalika",CSE 151 - Intro to A.I. Stats Approach (A),WI16,163,65,82.80%,90.60%,7.18,B (3.29),B+ (3.62)
"Gillespie, Gary N",CSE 15L - Software Tools&Techniques Lab (A),WI14,163,66,73.80%,78.50%,3.81,B+ (3.60),B (3.30)
"Politz, Joseph Gibbs",CSE 20 - Intro/Discrete Mathematics (B),SP19,163,125,87.80%,97.50%,7.91,B+ (3.35),B- (2.87)
"Ord, Richard",CSE 3 - Fluency/Information Technology (A),FA08,163,125,91.70%,99.20%,2.65,A- (3.85),A- (3.73)
"Kube, Paul Richard",CSE 3 - Fluency/Information Technology (C),WI08,163,104,68.00%,70.30%,2.1,A- (3.73),B+ (3.57)
"Minnes Kemp, Mor Mia",CSE 8A - Intro/Computer Sci: Java (I) (C),FA18,163,125,96.70%,97.60%,8.35,B+ (3.62),B+ (3.56)
"Ord, Richard",CSE 8B - Intro/Computer Sci. Java (II) (A),WI15,163,116,97.40%,95.70%,11.73,B+ (3.52),B (3.19)
"Zeger, Kenneth A.",ECE 109 - Engineering Probability&Stats (A),SP19,163,54,57.40%,76.60%,7.39,C+ (2.67),C+ (2.61)
"Nomura, Keiko K.",MAE 101B - Advanced Fluid Mechanics (A),SP16,163,45,83.70%,74.40%,8.6,B (3.07),B- (3.00)
"Llewellyn Smith, Stefan G.",MAE 110A - Thermodynamics (A),FA08,163,98,53.70%,41.50%,7.44,B- (2.91),B- (2.87)
"Kube, Paul Richard",CSE 100 - Advanced Data Structures (A),WI14,164,77,97.10%,81.40%,10.01,B+ (3.48),B (3.27)
"Kube, Paul Richard",CSE 12 - Basic Data Struct & OO Design (A),SP11,164,69,82.60%,50.70%,10.3,B (3.19),B- (2.71)
"Pasquale, Joseph",CSE 120 - Princ/Computer Operating Systm (B),WI17,164,66,96.80%,96.80%,10.73,B (3.09),B- (2.97)
"Eldon, John",CSE 141L - Project/Computer Architecture (A),SP18,164,46,64.40%,86.40%,7.23,B (3.29),B (3.20)
"Gillespie, Gary N",CSE 15L - Software Tools&Techniques Lab (A),SP17,164,99,76.60%,73.10%,4.59,B+ (3.57),B+ (3.39)
"Jones, Miles E",CSE 21 - Math/Algorithm&Systems Analys (A),FA17,164,60,94.50%,85.50%,8.54,B+ (3.38),B (3.24)
"Tiefenbruck, Janine LoBue",CSE 21 - Math/Algorithm&Systems Analys (A),FA15,164,83,82.30%,89.90%,6.88,B+ (3.35),B (3.21)
"Bach, Quang Tran",CSE 21 - Math/Algorithm&Systems Analys (B),SP19,164,64,94.90%,98.30%,8.09,B+ (3.52),B- (2.92)
"Jones, Miles E",CSE 101 - Design & Analysis of Algorithm (A),WI17,165,76,95.60%,92.60%,6.44,B+ (3.48),B+ (3.49)
"Jones, Miles E",CSE 101 - Design & Analysis of Algorithm (B),FA17,165,70,95.40%,89.20%,8.26,B+ (3.46),B (3.26)
"Allos, Haytham Issa",CSE 110 - Software Engineering (A),FA14,165,69,76.60%,54.70%,8.44,B (3.23),B (3.26)
"Cottrell, Garrison W",CSE 150 - Int Artif Intell:Search&Reason (A),FA16,165,66,96.80%,84.10%,8.6,B+ (3.38),B (3.22)
"Altintas De Callaf, Ilkay",CSE 15L - Software Tools&Techniques Lab (A),SP14,165,78,80.00%,84.00%,3.05,B+ (3.42),B+ (3.31)
"Jones, Miles E",CSE 20 - Intro/Discrete Mathematics (A),FA18,165,71,79.40%,87.70%,7.41,B (3.28),C+ (2.61)
"Cao, Yingjun",CSE 8A - Intro/Computer Sci: Java (I) (A),FA17,165,143,98.60%,97.80%,9.51,B+ (3.33),B+ (3.32)
"Gillespie, Gary N",CSE 8A - Intro/Computer Science: Java A (B),WI13,165,120,92.30%,73.50%,5.47,B+ (3.41),B- (2.91)
"Trivedi, Mohan M.",ECE 172A - Introductn/Intelligent Systems (A),WI17,165,63,91.40%,82.80%,7.62,B+ (3.37),B (3.21)
"Vasconcelos, Manuela",ECE 25 - Introduction to Digital Design (A),WI15,165,90,94.20%,54.70%,5.99,B+ (3.45),B- (2.85)
"Tartakovsky, Daniel",MAE 105 - Intro To Mathematical Physics (A),FA09,165,105,74.00%,89.10%,6.08,B (3.10),B- (2.99)
"McEneaney, William Michael",MAE 107 - Computational Methods/Engineer (A),FA11,165,74,77.00%,62.20%,7.88,B (3.19),B- (2.80)
"Jhala, Ranjit",CSE 131 - Compiler Construction (A),WI18,166,68,90.50%,96.80%,8.3,B+ (3.36),B (3.21)
"Chakraboty, Sourav",CSE 20 - Intro/Discrete Mathematics (B),SP14,166,73,78.60%,65.70%,4.56,B+ (3.55),B+ (3.42)
"Ord, Richard",CSE 30 - Computer Organiz&Systms Progrm (C),WI16,166,60,94.70%,93.00%,13.86,B+ (3.40),B- (2.93)
"Loksa, Dastyni Craig",CSE 8A - Intro/Computer Sci: Java (I) (B),WI17,166,153,90.80%,79.60%,7.89,B+ (3.48),B (3.07)
"Nomura, Keiko K.",MAE 101B - Advanced Fluid Mechanics (A),SP11,166,75,92.00%,85.30%,7.73,B (3.08),B- (2.94)
"Jones, Miles E",CSE 101 - Design & Analysis of Algorithm (A),SP18,167,49,82.20%,88.60%,8.76,B (3.13),B- (2.89)
"Lee, Cynthia Bailey",CSE 105 - Intro/Theory of Computation (B),WI13,167,84,83.30%,91.70%,6.8,B (3.14),B- (2.71)
"Ord, Richard",CSE 11 - Intr/Computer Sci&Obj-Ori:Java (A),FA15,167,81,100.00%,97.30%,10.34,A- (3.76),B+ (3.45)
"Kim, Choon",CSE 140L - Digital Systems Laboratory (A),FA12,167,54,92.20%,88.20%,6.54,A- (3.80),B+ (3.43)
"Saul, Lawrence",CSE 150 - Int Artif Intell:Search&Reason (A),WI14,167,97,86.00%,92.50%,8.15,B (3.19),B (3.07)
"Gillespie, Gary N",CSE 15L - Software Tools&Techniques Lab (B),SP13,167,74,80.80%,68.50%,2.97,B+ (3.55),B+ (3.42)
"Politz, Joseph Gibbs",CSE 8A - Intro/Computer Sci: Java (I) (B),FA18,167,125,97.50%,98.30%,8.61,B+ (3.55),B+ (3.50)
"Griswold, William G.",CSE 91 - Perspectives in CSE (A),SP12,167,60,88.10%,96.60%,1.6,A (4.00),N/A
"Simon, Elizabeth A",CSE 91 - Perspectives in CSE (A),SP12,167,53,87.80%,91.80%,1.58,A (4.00),N/A
"Sworder, David D.",ECE 171A - Linear Control System Theory (A),SP15,167,46,83.70%,51.20%,6.26,B+ (3.36),B+ (3.36)
"Nesterenko, Vitali F",MAE 171A - Mechanical Engineering Lab (A),WI10,167,33,84.40%,93.50%,9.98,B+ (3.57),B+ (3.47)
"Seshadri, Kalyanasundaram",MAE 171A - Mechanical Engineering Lab (A),WI10,167,32,73.30%,90.00%,9.5,B+ (3.57),B+ (3.47)
"Gillespie, Gary N",CSE 12 - Basic Data Struct & OO Design (A),SP17,168,105,90.90%,79.80%,13.55,B+ (3.48),B- (2.98)
"Gillespie, Gary N",CSE 12 - Basic Data Struct & OO Design (A),WI16,168,104,99.00%,92.80%,11.39,B+ (3.58),B (3.08)
"Savage, Stefan",CSE 127 - Intro to Computer Security (A),FA18,168,53,91.70%,91.70%,9.15,B (3.24),B (3.07)
"Vianu, Victor Dan",CSE 132A - Database System Principles (A),WI18,168,145,74.80%,72.50%,5.81,B (3.07),B+ (3.30)
"Eldon, John",CSE 141L - Project/Computer Architecture (A),SP16,168,51,74.50%,91.50%,8.09,B+ (3.51),B+ (3.36)
"Chaudhuri, Kamalika",CSE 151 - Intro to A.I. Stats Approach (A),SP15,168,51,88.00%,82.00%,7.77,B (3.26),B+ (3.57)
"Gillespie, Gary N",CSE 15L - Software Tools&Techniques Lab (A),FA18,168,79,70.40%,61.40%,5.23,B (3.26),B (3.18)
"Gillespie, Gary N",CSE 15L - Software Tools&Techniques Lab (A),FA13,168,49,59.20%,75.50%,3.42,B+ (3.36),B (3.21)
"Marx, Susan S",CSE 3 - Fluency/Information Technology (A),WI08,168,71,87.30%,91.50%,2.07,A- (3.88),B+ (3.45)
"Klemperer, Peter Friedrich",CSE 8A - Intro/Computer Sci: Java (I) (A),SP15,168,120,94.00%,93.20%,6.43,B+ (3.39),B (3.16)
"Alvarado, Christine J.",CSE 8B - Intro/Computer Sci. Java (II) (B),WI14,168,131,99.20%,100.00%,7.02,A- (3.80),B (3.13)
"Miller, David R.",MAE 101A - Introductory Fluid Mechanics (A),WI16,168,70,95.50%,89.40%,8.94,B (3.22),B (3.09)
"Tartakovsky, Daniel",MAE 105 - Intro To Mathematical Physics (A),SP11,168,79,69.60%,79.50%,7.28,B- (2.91),B+ (3.33)
"Teranes, Jane",MAE 124 - Envrnmntl Chall: Science & Sol (A),SP16,168,54,90.20%,100.00%,5.5,B+ (3.50),B (3.08)
"Nemat-Nasser, Siavouche",MAE 131A - Solid Mechanics I (A),SP16,168,62,93.50%,96.70%,6.15,B+ (3.52),B+ (3.41)
"Ord, Richard",CSE 11 - Intr/Computer Sci&Obj-Ori:Java (B),FA15,169,95,93.10%,98.90%,10.5,B+ (3.69),B+ (3.45)
"Kesden, Gregory M",CSE 110 - Software Engineering (A),WI16,169,78,82.90%,57.90%,6.77,B+ (3.58),B+ (3.34)
"Bournoutian, Garo",CSE 131 - Compiler Construction (A),FA15,169,142,66.20%,90.80%,16.7,B- (2.83),C+ (2.61)
"Eldon, John",CSE 141L - Project/Computer Architecture (B),SP16,169,60,71.40%,91.10%,7.26,B+ (3.38),B+ (3.36)
"Gillespie, Gary N",CSE 3 - Fluency/Information Technology (B),WI09,169,38,89.50%,80.60%,2.45,A- (3.91),B+ (3.41)
"Ord, Richard",CSE 30 - Computer Organiz&Systms Progrm (A),SP14,169,63,94.80%,93.10%,12.54,B+ (3.41),B (3.26)
"Ord, Richard",CSE 30 - Computer Organiz&Systms Progrm (A),FA12,169,99,93.80%,97.90%,12.25,B+ (3.59),B (3.03)
"Ord, Richard",CSE 8B - Intro/Computer Science: Java B (A),WI11,169,81,97.50%,96.20%,9.84,B+ (3.62),B+ (3.47)
"Gilja, Vikash",ECE 15 - Engineering Computation (A),WI19,169,76,80.00%,90.00%,8.61,B (3.14),B (3.23)
"Bandaru, Prabhakar",MAE 105 - Intro To Mathematical Physics (A),FA07,169,89,72.60%,86.90%,6.24,B (3.15),B- (2.73)
"de Oliveira, Mauricio",MAE 140 - Linear Circuits (A),FA16,169,106,77.40%,75.50%,7.77,B (3.13),B- (2.99)
"Nesterenko, Vitali F",MAE 171A - Mechanical Engineering Lab (A),WI09,169,96,76.90%,92.30%,7.76,B+ (3.46),B+ (3.65)
"Seshadri, Kalyanasundaram",MAE 171A - Mechanical Engineering Lab (A),WI09,169,52,69.40%,76.00%,8.15,B+ (3.46),B+ (3.65)
"Nesterenko, Vitali F",MAE 171A - Mechanical Engineering Lab I (A),WI12,169,57,82.10%,76.40%,7.06,B+ (3.47),B (3.18)
"Seshadri, Kalyanasundaram",MAE 171A - Mechanical Engineering Lab I (A),WI12,169,54,83.30%,83.30%,7.62,B+ (3.47),B (3.18)
"Gillespie, Gary N",CSE 12 - Basic Data Struct & OO Design (A),SP18,170,77,84.50%,80.30%,12.72,B (3.28),B (3.01)
"Pasquale, Joseph",CSE 120 - Princ/Computer Operating Systm (B),WI19,170,57,100.00%,100.00%,8.79,B+ (3.61),B- (2.96)
"Savage, Stefan",CSE 127 - Intro to Computer Security (A),SP18,170,68,100.00%,100.00%,7.78,B (3.29),B- (2.93)
"Chaudhuri, Kamalika",CSE 151 - Intro to A.I. Stats Approach (A),SP14,170,52,83.70%,81.60%,8,B- (2.84),B (3.30)
"Jones, Miles E",CSE 21 - Math/Algorithm&Systems Analys (A),SP18,170,57,87.50%,83.90%,6.96,B (3.18),B (3.20)
"Martinez, Sonia",MAE 143A - Signals and Systems (A),WI09,170,84,55.70%,65.80%,5.6,B (3.30),B- (2.75)
"Minnes Kemp, Mor Mia",CSE 105 - Theory of Computation (A),WI19,171,109,92.30%,98.00%,8.81,B+ (3.33),B- (2.89)
"Gayles, Eric S",CSE 140L - Digital Systems Laboratory (B),FA15,171,75,76.40%,68.10%,4.5,A- (3.79),B+ (3.67)
"Kube, Paul Richard",CSE 15L - Software Tools&Techniques Lab (A),SP13,171,51,84.00%,82.00%,3.15,B+ (3.48),B (3.29)
"Kube, Paul Richard",CSE 15L - Software Tools&Techniques Lab (B),WI14,171,58,68.60%,74.50%,3.54,B+ (3.50),B (3.14)
"Langlois, Marina",CSE 20 - Intro/Discrete Mathematics (A),SP15,171,94,88.90%,74.40%,7.22,B+ (3.33),B+ (3.45)
